algorithm,train_file,test_file,run_id,accuracy,mse,regret,train_size,seed
orthogonal_loss_learner_splitting.py,data/train_7000_2.pkl,data/test_7000_2.pkl,2,0.774,11.6355,0.4338,7000,2
stupid_loss_learner.py,data/train_7000_2.pkl,data/test_7000_2.pkl,1,0.7583,18.7046,0.4808,7000,2
nonorthogonal_loss_learner.py,data/train_7000_2.pkl,data/test_7000_2.pkl,2,0.781,12.7377,0.415,7000,2
orthogonal_loss_learner_splitting.py,data/train_7000_2.pkl,data/test_7000_2.pkl,0,0.7717,11.6077,0.4268,7000,2
log_loss_learner.py,data/train_7000_2.pkl,data/test_7000_2.pkl,2,0.7793,19.8169,0.4232,7000,2
stupid_loss_learner.py,data/train_7000_2.pkl,data/test_7000_2.pkl,0,0.765,18.0521,0.4664,7000,2
nonorthogonal_loss_learner.py,data/train_7000_2.pkl,data/test_7000_2.pkl,1,0.7763,12.995,0.4205,7000,2
stupid_loss_learner.py,data/train_7000_2.pkl,data/test_7000_2.pkl,2,0.7703,17.5333,0.4471,7000,2
nonorthogonal_loss_learner.py,data/train_7000_2.pkl,data/test_7000_2.pkl,0,0.7713,12.4694,0.429,7000,2
orthogonal_loss_learner_splitting.py,data/train_7000_2.pkl,data/test_7000_2.pkl,1,0.7697,11.7876,0.454,7000,2
orthogonal_loss_learner_ybyt.py,data/train_7000_2.pkl,data/test_7000_2.pkl,1,0.783,10.906,0.3957,7000,2
orthogonal_loss_learner_ybyt.py,data/train_7000_2.pkl,data/test_7000_2.pkl,0,0.7907,10.4721,0.3832,7000,2
orthogonal_loss_learner.py,data/train_7000_2.pkl,data/test_7000_2.pkl,1,0.7907,10.9816,0.375,7000,2
orthogonal_loss_learner_ybyt.py,data/train_7000_2.pkl,data/test_7000_2.pkl,2,0.7843,10.568,0.3939,7000,2
orthogonal_loss_learner.py,data/train_7000_2.pkl,data/test_7000_2.pkl,2,0.7863,10.6778,0.3762,7000,2
orthogonal_loss_learner.py,data/train_7000_2.pkl,data/test_7000_2.pkl,0,0.7907,11.5658,0.3781,7000,2
stupid_loss_learner.py,data/train_7000_1.pkl,data/test_7000_1.pkl,2,0.7237,8.1199,0.3429,7000,1
orthogonal_loss_learner_splitting.py,data/train_7000_1.pkl,data/test_7000_1.pkl,1,0.7237,5.9794,0.3148,7000,1
orthogonal_loss_learner_splitting.py,data/train_7000_1.pkl,data/test_7000_1.pkl,2,0.7263,6.0297,0.3255,7000,1
stupid_loss_learner.py,data/train_7000_1.pkl,data/test_7000_1.pkl,1,0.709,8.238,0.3621,7000,1
nonorthogonal_loss_learner.py,data/train_7000_1.pkl,data/test_7000_1.pkl,2,0.719,6.6515,0.3448,7000,1
nonorthogonal_loss_learner.py,data/train_7000_1.pkl,data/test_7000_1.pkl,1,0.7197,6.4442,0.3355,7000,1
orthogonal_loss_learner_splitting.py,data/train_7000_1.pkl,data/test_7000_1.pkl,0,0.7297,5.9737,0.3073,7000,1
stupid_loss_learner.py,data/train_7000_1.pkl,data/test_7000_1.pkl,0,0.7113,8.2266,0.3813,7000,1
nonorthogonal_loss_learner.py,data/train_7000_1.pkl,data/test_7000_1.pkl,0,0.7247,6.432,0.3257,7000,1
log_loss_learner.py,data/train_7000_1.pkl,data/test_7000_1.pkl,2,0.729,8.5531,0.2873,7000,1
log_loss_learner.py,data/train_7000_1.pkl,data/test_7000_1.pkl,0,0.734,8.6052,0.2861,7000,1
log_loss_learner.py,data/train_7000_1.pkl,data/test_7000_1.pkl,1,0.7293,8.625,0.301,7000,1
orthogonal_loss_learner.py,data/train_7000_1.pkl,data/test_7000_1.pkl,2,0.731,5.6556,0.2775,7000,1
orthogonal_loss_learner.py,data/train_7000_1.pkl,data/test_7000_1.pkl,0,0.727,5.7526,0.2901,7000,1
orthogonal_loss_learner_ybyt.py,data/train_7000_1.pkl,data/test_7000_1.pkl,0,0.7337,5.6976,0.2847,7000,1
orthogonal_loss_learner_ybyt.py,data/train_7000_1.pkl,data/test_7000_1.pkl,1,0.7333,5.5369,0.2818,7000,1
orthogonal_loss_learner_ybyt.py,data/train_7000_1.pkl,data/test_7000_1.pkl,2,0.735,5.5455,0.2689,7000,1
orthogonal_loss_learner.py,data/train_7000_1.pkl,data/test_7000_1.pkl,1,0.7427,5.4244,0.268,7000,1
nonorthogonal_loss_learner.py,data/train_7000_4.pkl,data/test_7000_4.pkl,0,0.8003,15.2251,0.3762,7000,4
orthogonal_loss_learner_splitting.py,data/train_7000_4.pkl,data/test_7000_4.pkl,2,0.7967,13.7538,0.399,7000,4
log_loss_learner.py,data/train_7000_4.pkl,data/test_7000_4.pkl,0,0.795,27.6496,0.3941,7000,4
stupid_loss_learner.py,data/train_7000_4.pkl,data/test_7000_4.pkl,0,0.7773,24.1242,0.4784,7000,4
orthogonal_loss_learner_splitting.py,data/train_7000_4.pkl,data/test_7000_4.pkl,0,0.8063,13.9685,0.3638,7000,4
nonorthogonal_loss_learner.py,data/train_7000_4.pkl,data/test_7000_4.pkl,1,0.7983,15.6033,0.3963,7000,4
stupid_loss_learner.py,data/train_7000_4.pkl,data/test_7000_4.pkl,2,0.7843,24.3939,0.4566,7000,4
stupid_loss_learner.py,data/train_7000_4.pkl,data/test_7000_4.pkl,1,0.7867,24.9109,0.454,7000,4
nonorthogonal_loss_learner.py,data/train_7000_4.pkl,data/test_7000_4.pkl,2,0.7997,17.6051,0.3964,7000,4
orthogonal_loss_learner_splitting.py,data/train_7000_4.pkl,data/test_7000_4.pkl,1,0.7957,13.2801,0.3904,7000,4
log_loss_learner.py,data/train_7000_4.pkl,data/test_7000_4.pkl,2,0.8023,27.7322,0.3753,7000,4
log_loss_learner.py,data/train_7000_4.pkl,data/test_7000_4.pkl,1,0.799,27.7441,0.3815,7000,4
orthogonal_loss_learner.py,data/train_7000_4.pkl,data/test_7000_4.pkl,2,0.8057,12.9419,0.3699,7000,4
orthogonal_loss_learner_ybyt.py,data/train_7000_4.pkl,data/test_7000_4.pkl,2,0.8093,11.9249,0.3365,7000,4
orthogonal_loss_learner_ybyt.py,data/train_7000_4.pkl,data/test_7000_4.pkl,0,0.809,12.4477,0.3523,7000,4
orthogonal_loss_learner.py,data/train_7000_4.pkl,data/test_7000_4.pkl,0,0.803,12.3503,0.3704,7000,4
orthogonal_loss_learner_ybyt.py,data/train_7000_4.pkl,data/test_7000_4.pkl,1,0.804,12.2736,0.3636,7000,4
orthogonal_loss_learner.py,data/train_7000_4.pkl,data/test_7000_4.pkl,1,0.8043,12.3846,0.3677,7000,4
stupid_loss_learner.py,data/train_7000_3.pkl,data/test_7000_3.pkl,1,0.7473,17.1436,0.4491,7000,3
stupid_loss_learner.py,data/train_7000_3.pkl,data/test_7000_3.pkl,2,0.7553,17.27,0.4407,7000,3
orthogonal_loss_learner_splitting.py,data/train_7000_3.pkl,data/test_7000_3.pkl,2,0.7637,10.7528,0.3967,7000,3
nonorthogonal_loss_learner.py,data/train_7000_3.pkl,data/test_7000_3.pkl,1,0.7647,12.9964,0.3851,7000,3
nonorthogonal_loss_learner.py,data/train_7000_3.pkl,data/test_7000_3.pkl,0,0.7627,12.8697,0.3938,7000,3
log_loss_learner.py,data/train_7000_3.pkl,data/test_7000_3.pkl,2,0.7623,18.7628,0.3839,7000,3
stupid_loss_learner.py,data/train_7000_3.pkl,data/test_7000_3.pkl,0,0.7557,17.047,0.4035,7000,3
orthogonal_loss_learner_splitting.py,data/train_7000_3.pkl,data/test_7000_3.pkl,1,0.7633,11.0628,0.3895,7000,3
orthogonal_loss_learner_splitting.py,data/train_7000_3.pkl,data/test_7000_3.pkl,0,0.762,11.2945,0.4091,7000,3
nonorthogonal_loss_learner.py,data/train_7000_3.pkl,data/test_7000_3.pkl,2,0.761,12.5658,0.4207,7000,3
log_loss_learner.py,data/train_7000_3.pkl,data/test_7000_3.pkl,0,0.7717,18.7487,0.3744,7000,3
log_loss_learner.py,data/train_7000_3.pkl,data/test_7000_3.pkl,1,0.7787,18.6838,0.3425,7000,3
orthogonal_loss_learner_ybyt.py,data/train_7000_3.pkl,data/test_7000_3.pkl,0,0.7773,10.1785,0.3575,7000,3
orthogonal_loss_learner.py,data/train_7000_3.pkl,data/test_7000_3.pkl,2,0.78,10.3602,0.3294,7000,3
orthogonal_loss_learner.py,data/train_7000_3.pkl,data/test_7000_3.pkl,0,0.783,9.7767,0.3278,7000,3
orthogonal_loss_learner_ybyt.py,data/train_7000_3.pkl,data/test_7000_3.pkl,1,0.7707,10.0559,0.3609,7000,3
orthogonal_loss_learner.py,data/train_7000_3.pkl,data/test_7000_3.pkl,1,0.774,10.5978,0.3636,7000,3
orthogonal_loss_learner_ybyt.py,data/train_7000_3.pkl,data/test_7000_3.pkl,2,0.7777,9.9557,0.3518,7000,3
stupid_loss_learner.py,data/train_7000_0.pkl,data/test_7000_0.pkl,1,0.6803,9.9206,0.5236,7000,0
log_loss_learner.py,data/train_7000_0.pkl,data/test_7000_0.pkl,1,0.689,10.4477,0.4681,7000,0
nonorthogonal_loss_learner.py,data/train_7000_0.pkl,data/test_7000_0.pkl,0,0.6803,8.5675,0.503,7000,0
nonorthogonal_loss_learner.py,data/train_7000_0.pkl,data/test_7000_0.pkl,2,0.683,8.7026,0.4928,7000,0
stupid_loss_learner.py,data/train_7000_0.pkl,data/test_7000_0.pkl,2,0.6703,9.9903,0.5668,7000,0
stupid_loss_learner.py,data/train_7000_0.pkl,data/test_7000_0.pkl,0,0.6733,9.9552,0.5559,7000,0
orthogonal_loss_learner_splitting.py,data/train_7000_0.pkl,data/test_7000_0.pkl,1,0.683,8.557,0.5052,7000,0
log_loss_learner.py,data/train_7000_0.pkl,data/test_7000_0.pkl,0,0.6917,10.4111,0.4709,7000,0
orthogonal_loss_learner_splitting.py,data/train_7000_0.pkl,data/test_7000_0.pkl,0,0.6867,8.4554,0.5136,7000,0
nonorthogonal_loss_learner.py,data/train_7000_0.pkl,data/test_7000_0.pkl,1,0.686,8.512,0.4814,7000,0
orthogonal_loss_learner_splitting.py,data/train_7000_0.pkl,data/test_7000_0.pkl,2,0.6787,8.3422,0.5082,7000,0
log_loss_learner.py,data/train_7000_0.pkl,data/test_7000_0.pkl,2,0.6867,10.5366,0.4857,7000,0
orthogonal_loss_learner_ybyt.py,data/train_7000_0.pkl,data/test_7000_0.pkl,1,0.6963,7.7243,0.4435,7000,0
orthogonal_loss_learner.py,data/train_7000_0.pkl,data/test_7000_0.pkl,1,0.6883,8.1509,0.477,7000,0
orthogonal_loss_learner_ybyt.py,data/train_7000_0.pkl,data/test_7000_0.pkl,0,0.6987,7.7879,0.4435,7000,0
orthogonal_loss_learner.py,data/train_7000_0.pkl,data/test_7000_0.pkl,2,0.6973,8.1662,0.4387,7000,0
orthogonal_loss_learner.py,data/train_7000_0.pkl,data/test_7000_0.pkl,0,0.6907,8.1852,0.4707,7000,0
orthogonal_loss_learner_ybyt.py,data/train_7000_0.pkl,data/test_7000_0.pkl,2,0.7023,7.863,0.4144,7000,0
nonorthogonal_loss_learner.py,data/train_9000_2.pkl,data/test_9000_2.pkl,1,0.7703,12.5324,0.419,9000,2
nonorthogonal_loss_learner.py,data/train_9000_2.pkl,data/test_9000_2.pkl,2,0.772,12.2249,0.4219,9000,2
stupid_loss_learner.py,data/train_9000_2.pkl,data/test_9000_2.pkl,2,0.7723,16.6884,0.4255,9000,2
orthogonal_loss_learner_splitting.py,data/train_9000_2.pkl,data/test_9000_2.pkl,2,0.7747,11.6205,0.4166,9000,2
orthogonal_loss_learner_splitting.py,data/train_9000_2.pkl,data/test_9000_2.pkl,0,0.7777,11.5498,0.4011,9000,2
orthogonal_loss_learner_splitting.py,data/train_9000_2.pkl,data/test_9000_2.pkl,1,0.7763,11.5768,0.3985,9000,2
stupid_loss_learner.py,data/train_9000_2.pkl,data/test_9000_2.pkl,1,0.77,17.0518,0.453,9000,2
nonorthogonal_loss_learner.py,data/train_9000_2.pkl,data/test_9000_2.pkl,0,0.7703,13.9973,0.424,9000,2
stupid_loss_learner.py,data/train_9000_2.pkl,data/test_9000_2.pkl,0,0.7687,16.7668,0.4465,9000,2
log_loss_learner.py,data/train_9000_2.pkl,data/test_9000_2.pkl,2,0.7793,19.8294,0.3951,9000,2
log_loss_learner.py,data/train_9000_2.pkl,data/test_9000_2.pkl,1,0.7843,19.9218,0.3805,9000,2
log_loss_learner.py,data/train_9000_2.pkl,data/test_9000_2.pkl,0,0.7797,20.0151,0.3904,9000,2
orthogonal_loss_learner.py,data/train_9000_2.pkl,data/test_9000_2.pkl,1,0.7893,10.8929,0.3591,9000,2
orthogonal_loss_learner.py,data/train_9000_2.pkl,data/test_9000_2.pkl,2,0.7817,10.9114,0.3805,9000,2
orthogonal_loss_learner.py,data/train_9000_2.pkl,data/test_9000_2.pkl,0,0.79,11.2621,0.3538,9000,2
orthogonal_loss_learner_ybyt.py,data/train_9000_2.pkl,data/test_9000_2.pkl,0,0.7787,10.688,0.3854,9000,2
orthogonal_loss_learner_ybyt.py,data/train_9000_2.pkl,data/test_9000_2.pkl,2,0.7877,10.5153,0.3543,9000,2
orthogonal_loss_learner_ybyt.py,data/train_9000_2.pkl,data/test_9000_2.pkl,1,0.7807,10.5091,0.3759,9000,2
log_loss_learner.py,data/train_9000_1.pkl,data/test_9000_1.pkl,2,0.7333,8.4496,0.2825,9000,1
log_loss_learner.py,data/train_9000_1.pkl,data/test_9000_1.pkl,1,0.74,8.4763,0.2809,9000,1
nonorthogonal_loss_learner.py,data/train_9000_1.pkl,data/test_9000_1.pkl,0,0.736,6.1292,0.2952,9000,1
stupid_loss_learner.py,data/train_9000_1.pkl,data/test_9000_1.pkl,0,0.7243,8.2982,0.3144,9000,1
orthogonal_loss_learner_splitting.py,data/train_9000_1.pkl,data/test_9000_1.pkl,0,0.7297,5.9644,0.3011,9000,1
stupid_loss_learner.py,data/train_9000_1.pkl,data/test_9000_1.pkl,1,0.7257,8.1514,0.3174,9000,1
stupid_loss_learner.py,data/train_9000_1.pkl,data/test_9000_1.pkl,2,0.7363,8.0172,0.293,9000,1
orthogonal_loss_learner_splitting.py,data/train_9000_1.pkl,data/test_9000_1.pkl,2,0.7363,5.9401,0.2982,9000,1
nonorthogonal_loss_learner.py,data/train_9000_1.pkl,data/test_9000_1.pkl,1,0.728,6.2518,0.3106,9000,1
nonorthogonal_loss_learner.py,data/train_9000_1.pkl,data/test_9000_1.pkl,2,0.7333,6.0233,0.2897,9000,1
orthogonal_loss_learner_splitting.py,data/train_9000_1.pkl,data/test_9000_1.pkl,1,0.7347,5.8009,0.2981,9000,1
log_loss_learner.py,data/train_9000_1.pkl,data/test_9000_1.pkl,0,0.7363,8.3731,0.283,9000,1
orthogonal_loss_learner_ybyt.py,data/train_9000_1.pkl,data/test_9000_1.pkl,2,0.741,5.3233,0.2669,9000,1
orthogonal_loss_learner.py,data/train_9000_1.pkl,data/test_9000_1.pkl,2,0.7493,5.4803,0.2513,9000,1
orthogonal_loss_learner_ybyt.py,data/train_9000_1.pkl,data/test_9000_1.pkl,0,0.75,5.3065,0.2509,9000,1
orthogonal_loss_learner.py,data/train_9000_1.pkl,data/test_9000_1.pkl,0,0.7463,5.3157,0.2514,9000,1
orthogonal_loss_learner_ybyt.py,data/train_9000_1.pkl,data/test_9000_1.pkl,1,0.751,5.2135,0.2507,9000,1
orthogonal_loss_learner.py,data/train_9000_1.pkl,data/test_9000_1.pkl,1,0.744,5.6394,0.2527,9000,1
nonorthogonal_loss_learner.py,data/train_9000_0.pkl,data/test_9000_0.pkl,2,0.692,8.4834,0.4983,9000,0
log_loss_learner.py,data/train_9000_0.pkl,data/test_9000_0.pkl,2,0.7083,10.3857,0.4338,9000,0
orthogonal_loss_learner_splitting.py,data/train_9000_0.pkl,data/test_9000_0.pkl,0,0.6967,8.2395,0.4668,9000,0
log_loss_learner.py,data/train_9000_0.pkl,data/test_9000_0.pkl,0,0.7003,10.464,0.4704,9000,0
log_loss_learner.py,data/train_9000_0.pkl,data/test_9000_0.pkl,1,0.702,10.3516,0.4507,9000,0
stupid_loss_learner.py,data/train_9000_0.pkl,data/test_9000_0.pkl,1,0.6833,10.2076,0.5334,9000,0
stupid_loss_learner.py,data/train_9000_0.pkl,data/test_9000_0.pkl,0,0.6873,10.195,0.5259,9000,0
nonorthogonal_loss_learner.py,data/train_9000_0.pkl,data/test_9000_0.pkl,1,0.7053,8.3037,0.4412,9000,0
nonorthogonal_loss_learner.py,data/train_9000_0.pkl,data/test_9000_0.pkl,0,0.6983,8.4965,0.457,9000,0
stupid_loss_learner.py,data/train_9000_0.pkl,data/test_9000_0.pkl,2,0.6773,10.264,0.5295,9000,0
orthogonal_loss_learner_splitting.py,data/train_9000_0.pkl,data/test_9000_0.pkl,1,0.6963,8.2027,0.4917,9000,0
orthogonal_loss_learner_splitting.py,data/train_9000_0.pkl,data/test_9000_0.pkl,2,0.683,8.5363,0.5304,9000,0
orthogonal_loss_learner.py,data/train_9000_0.pkl,data/test_9000_0.pkl,0,0.713,7.5699,0.4086,9000,0
orthogonal_loss_learner_ybyt.py,data/train_9000_0.pkl,data/test_9000_0.pkl,1,0.7133,7.4638,0.4054,9000,0
orthogonal_loss_learner_ybyt.py,data/train_9000_0.pkl,data/test_9000_0.pkl,0,0.7307,7.4665,0.3805,9000,0
orthogonal_loss_learner.py,data/train_9000_0.pkl,data/test_9000_0.pkl,1,0.7187,7.3539,0.3895,9000,0
orthogonal_loss_learner.py,data/train_9000_0.pkl,data/test_9000_0.pkl,2,0.712,7.5976,0.4072,9000,0
orthogonal_loss_learner_ybyt.py,data/train_9000_0.pkl,data/test_9000_0.pkl,2,0.7283,7.3144,0.3683,9000,0
nonorthogonal_loss_learner.py,data/train_9000_4.pkl,data/test_9000_4.pkl,0,0.8063,13.4157,0.3779,9000,4
stupid_loss_learner.py,data/train_9000_4.pkl,data/test_9000_4.pkl,0,0.805,22.0687,0.3926,9000,4
stupid_loss_learner.py,data/train_9000_4.pkl,data/test_9000_4.pkl,1,0.796,22.0917,0.4167,9000,4
orthogonal_loss_learner_splitting.py,data/train_9000_4.pkl,data/test_9000_4.pkl,0,0.8013,13.0594,0.3923,9000,4
log_loss_learner.py,data/train_9000_4.pkl,data/test_9000_4.pkl,1,0.801,27.4672,0.3904,9000,4
nonorthogonal_loss_learner.py,data/train_9000_4.pkl,data/test_9000_4.pkl,1,0.8003,14.8514,0.3844,9000,4
stupid_loss_learner.py,data/train_9000_4.pkl,data/test_9000_4.pkl,2,0.798,22.4815,0.4144,9000,4
nonorthogonal_loss_learner.py,data/train_9000_4.pkl,data/test_9000_4.pkl,2,0.8007,13.9724,0.4009,9000,4
orthogonal_loss_learner_splitting.py,data/train_9000_4.pkl,data/test_9000_4.pkl,2,0.7973,13.1352,0.4069,9000,4
orthogonal_loss_learner_splitting.py,data/train_9000_4.pkl,data/test_9000_4.pkl,1,0.8037,12.9166,0.3976,9000,4
log_loss_learner.py,data/train_9000_4.pkl,data/test_9000_4.pkl,2,0.808,27.3671,0.3678,9000,4
log_loss_learner.py,data/train_9000_4.pkl,data/test_9000_4.pkl,0,0.8017,27.3104,0.3897,9000,4
orthogonal_loss_learner.py,data/train_9000_4.pkl,data/test_9000_4.pkl,1,0.8107,12.427,0.344,9000,4
orthogonal_loss_learner.py,data/train_9000_4.pkl,data/test_9000_4.pkl,2,0.8153,12.8937,0.342,9000,4
orthogonal_loss_learner_ybyt.py,data/train_9000_4.pkl,data/test_9000_4.pkl,0,0.8047,12.0107,0.3676,9000,4
orthogonal_loss_learner_ybyt.py,data/train_9000_4.pkl,data/test_9000_4.pkl,2,0.8027,12.3996,0.377,9000,4
orthogonal_loss_learner.py,data/train_9000_4.pkl,data/test_9000_4.pkl,0,0.805,12.5428,0.3643,9000,4
orthogonal_loss_learner_ybyt.py,data/train_9000_4.pkl,data/test_9000_4.pkl,1,0.8007,12.2793,0.3845,9000,4
nonorthogonal_loss_learner.py,data/train_10000_0.pkl,data/test_10000_0.pkl,0,0.7013,8.3732,0.4761,10000,0
orthogonal_loss_learner_splitting.py,data/train_10000_0.pkl,data/test_10000_0.pkl,2,0.6933,8.3053,0.4975,10000,0
nonorthogonal_loss_learner.py,data/train_10000_0.pkl,data/test_10000_0.pkl,2,0.696,8.3677,0.4809,10000,0
stupid_loss_learner.py,data/train_10000_0.pkl,data/test_10000_0.pkl,0,0.6673,10.164,0.5945,10000,0
log_loss_learner.py,data/train_10000_0.pkl,data/test_10000_0.pkl,0,0.706,10.2483,0.4329,10000,0
log_loss_learner.py,data/train_10000_0.pkl,data/test_10000_0.pkl,1,0.6997,10.3404,0.4774,10000,0
log_loss_learner.py,data/train_10000_0.pkl,data/test_10000_0.pkl,2,0.7143,10.3171,0.4269,10000,0
orthogonal_loss_learner_splitting.py,data/train_10000_0.pkl,data/test_10000_0.pkl,0,0.6943,8.2751,0.4944,10000,0
orthogonal_loss_learner_splitting.py,data/train_10000_0.pkl,data/test_10000_0.pkl,1,0.7027,8.0184,0.4584,10000,0
stupid_loss_learner.py,data/train_10000_0.pkl,data/test_10000_0.pkl,2,0.665,10.2891,0.6142,10000,0
nonorthogonal_loss_learner.py,data/train_10000_0.pkl,data/test_10000_0.pkl,1,0.6883,8.7281,0.5084,10000,0
stupid_loss_learner.py,data/train_10000_0.pkl,data/test_10000_0.pkl,1,0.6703,10.2732,0.5973,10000,0
orthogonal_loss_learner.py,data/train_10000_0.pkl,data/test_10000_0.pkl,2,0.7397,6.9171,0.3259,10000,0
orthogonal_loss_learner_ybyt.py,data/train_10000_0.pkl,data/test_10000_0.pkl,1,0.7163,7.3743,0.4027,10000,0
orthogonal_loss_learner.py,data/train_10000_0.pkl,data/test_10000_0.pkl,1,0.723,7.5666,0.392,10000,0
orthogonal_loss_learner_ybyt.py,data/train_10000_0.pkl,data/test_10000_0.pkl,0,0.7123,7.5216,0.4139,10000,0
orthogonal_loss_learner_ybyt.py,data/train_10000_0.pkl,data/test_10000_0.pkl,2,0.7157,7.4659,0.4166,10000,0
orthogonal_loss_learner.py,data/train_10000_0.pkl,data/test_10000_0.pkl,0,0.7273,7.3082,0.3731,10000,0
orthogonal_loss_learner_splitting.py,data/train_9000_3.pkl,data/test_9000_3.pkl,2,0.7573,10.9875,0.4015,9000,3
stupid_loss_learner.py,data/train_9000_3.pkl,data/test_9000_3.pkl,1,0.7477,16.1168,0.4335,9000,3
nonorthogonal_loss_learner.py,data/train_9000_3.pkl,data/test_9000_3.pkl,0,0.762,10.9116,0.3832,9000,3
nonorthogonal_loss_learner.py,data/train_9000_3.pkl,data/test_9000_3.pkl,2,0.7577,11.125,0.4019,9000,3
nonorthogonal_loss_learner.py,data/train_9000_3.pkl,data/test_9000_3.pkl,1,0.7517,11.217,0.3908,9000,3
orthogonal_loss_learner_splitting.py,data/train_9000_3.pkl,data/test_9000_3.pkl,0,0.7607,10.8803,0.3988,9000,3
log_loss_learner.py,data/train_9000_3.pkl,data/test_9000_3.pkl,2,0.7603,18.4141,0.3668,9000,3
stupid_loss_learner.py,data/train_9000_3.pkl,data/test_9000_3.pkl,2,0.7427,15.9128,0.4499,9000,3
log_loss_learner.py,data/train_9000_3.pkl,data/test_9000_3.pkl,1,0.7607,18.4273,0.3752,9000,3
orthogonal_loss_learner_splitting.py,data/train_9000_3.pkl,data/test_9000_3.pkl,1,0.761,10.8974,0.3869,9000,3
stupid_loss_learner.py,data/train_9000_3.pkl,data/test_9000_3.pkl,0,0.7467,15.6672,0.4375,9000,3
log_loss_learner.py,data/train_9000_3.pkl,data/test_9000_3.pkl,0,0.7593,18.387,0.3793,9000,3
orthogonal_loss_learner.py,data/train_9000_3.pkl,data/test_9000_3.pkl,0,0.7673,10.4135,0.3428,9000,3
orthogonal_loss_learner_ybyt.py,data/train_9000_3.pkl,data/test_9000_3.pkl,1,0.7683,10.1726,0.3611,9000,3
orthogonal_loss_learner.py,data/train_9000_3.pkl,data/test_9000_3.pkl,2,0.7713,10.0977,0.3407,9000,3
orthogonal_loss_learner_ybyt.py,data/train_9000_3.pkl,data/test_9000_3.pkl,2,0.7717,9.8428,0.3435,9000,3
orthogonal_loss_learner.py,data/train_9000_3.pkl,data/test_9000_3.pkl,1,0.7703,9.9512,0.3425,9000,3
orthogonal_loss_learner_ybyt.py,data/train_9000_3.pkl,data/test_9000_3.pkl,0,0.7673,9.986,0.3568,9000,3
orthogonal_loss_learner_splitting.py,data/train_10000_1.pkl,data/test_10000_1.pkl,0,0.7257,5.849,0.298,10000,1
orthogonal_loss_learner_splitting.py,data/train_10000_1.pkl,data/test_10000_1.pkl,2,0.7277,5.7853,0.2863,10000,1
orthogonal_loss_learner_splitting.py,data/train_10000_1.pkl,data/test_10000_1.pkl,1,0.7223,5.9211,0.3144,10000,1
stupid_loss_learner.py,data/train_10000_1.pkl,data/test_10000_1.pkl,2,0.72,7.631,0.3217,10000,1
nonorthogonal_loss_learner.py,data/train_10000_1.pkl,data/test_10000_1.pkl,0,0.73,6.119,0.2935,10000,1
log_loss_learner.py,data/train_10000_1.pkl,data/test_10000_1.pkl,0,0.7333,8.4676,0.289,10000,1
log_loss_learner.py,data/train_10000_1.pkl,data/test_10000_1.pkl,1,0.723,8.4679,0.2996,10000,1
nonorthogonal_loss_learner.py,data/train_10000_1.pkl,data/test_10000_1.pkl,1,0.7227,6.0544,0.3058,10000,1
stupid_loss_learner.py,data/train_10000_1.pkl,data/test_10000_1.pkl,0,0.7173,7.8091,0.343,10000,1
nonorthogonal_loss_learner.py,data/train_10000_1.pkl,data/test_10000_1.pkl,2,0.7257,6.2122,0.3123,10000,1
stupid_loss_learner.py,data/train_10000_1.pkl,data/test_10000_1.pkl,1,0.7217,7.4823,0.3166,10000,1
log_loss_learner.py,data/train_10000_1.pkl,data/test_10000_1.pkl,2,0.7343,8.3906,0.2893,10000,1
orthogonal_loss_learner.py,data/train_10000_1.pkl,data/test_10000_1.pkl,2,0.7353,5.5172,0.2634,10000,1
orthogonal_loss_learner.py,data/train_10000_1.pkl,data/test_10000_1.pkl,1,0.7367,5.4229,0.2566,10000,1
orthogonal_loss_learner_ybyt.py,data/train_10000_1.pkl,data/test_10000_1.pkl,1,0.7473,5.0833,0.2247,10000,1
orthogonal_loss_learner_ybyt.py,data/train_10000_1.pkl,data/test_10000_1.pkl,2,0.7407,5.4282,0.2679,10000,1
orthogonal_loss_learner.py,data/train_10000_1.pkl,data/test_10000_1.pkl,0,0.7383,5.3213,0.2586,10000,1
orthogonal_loss_learner_ybyt.py,data/train_10000_1.pkl,data/test_10000_1.pkl,0,0.734,5.3695,0.2683,10000,1
orthogonal_loss_learner_splitting.py,data/train_10000_2.pkl,data/test_10000_2.pkl,1,0.774,11.0062,0.42,10000,2
nonorthogonal_loss_learner.py,data/train_10000_2.pkl,data/test_10000_2.pkl,0,0.7763,12.1889,0.4292,10000,2
stupid_loss_learner.py,data/train_10000_2.pkl,data/test_10000_2.pkl,1,0.7683,17.6736,0.4622,10000,2
orthogonal_loss_learner_splitting.py,data/train_10000_2.pkl,data/test_10000_2.pkl,2,0.7783,11.356,0.4288,10000,2
nonorthogonal_loss_learner.py,data/train_10000_2.pkl,data/test_10000_2.pkl,2,0.7747,11.6684,0.4384,10000,2
orthogonal_loss_learner_splitting.py,data/train_10000_2.pkl,data/test_10000_2.pkl,0,0.7773,11.4798,0.4219,10000,2
stupid_loss_learner.py,data/train_10000_2.pkl,data/test_10000_2.pkl,0,0.777,17.4842,0.4455,10000,2
nonorthogonal_loss_learner.py,data/train_10000_2.pkl,data/test_10000_2.pkl,1,0.774,12.5184,0.4269,10000,2
stupid_loss_learner.py,data/train_10000_2.pkl,data/test_10000_2.pkl,2,0.7723,17.2048,0.4387,10000,2
